Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Conditions
"Kolkata,West Bengal,India",01/01/2017,14.0,25.3,19.9,16.5,82.47,,5.8,,78.33,,0.0,0.0,0.0,1.2,4.9,1015.9,"Mist, Fog, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/02/2017,16.0,26.0,20.6,16.0,76.76,,8.1,,148.54,,0.0,0.0,0.0,1.4,0.3,1015.6,"Mist, Fog, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/03/2017,16.0,27.0,21.1,15.6,73.12,27.3,9.2,,244.92,,0.0,0.0,0.0,1.6,10.7,1014.7,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/04/2017,16.0,25.0,19.9,14.5,72.57,,8.1,,244.38,,0.0,0.0,0.0,1.8,2.3,1014.6,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/05/2017,15.0,25.6,19.6,13.7,71.88,,8.1,,231.58,,0.0,0.0,0.0,1.9,0.0,1013.7,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/06/2017,13.0,24.6,18.5,11.8,68.36,,11.4,,135.88,,0.0,0.0,0.0,1.8,0.0,1013.9,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/07/2017,11.0,25.3,17.8,11.5,70.19,,8.1,,136.92,,0.0,0.0,0.0,1.7,2.1,1012.5,"Mist, Fog, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/08/2017,12.0,26.2,19.1,12.0,67.1,,8.1,,50.38,,0.0,0.0,0.0,1.8,0.0,1012.3,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/09/2017,13.0,27.0,20.0,12.9,67.08,26.8,5.8,,27.46,,0.0,0.0,0.0,1.9,0.0,1012.1,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/10/2017,15.0,23.2,19.0,12.9,69.32,,16.1,,70.08,,0.0,0.0,0.0,1.8,19.4,1013.0,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/11/2017,15.0,24.5,19.3,13.0,68.48,,9.2,,182.33,,0.0,0.0,0.0,2.0,26.8,1013.6,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Partially cloudy
"Kolkata,West Bengal,India",01/12/2017,14.0,22.6,18.2,10.0,61.04,,11.4,,74.92,,0.0,0.0,0.0,2.0,17.3,1014.1,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/13/2017,12.0,22.5,16.8,8.0,58.38,,11.4,,88.0,,0.0,0.0,0.0,2.0,0.0,1015.2,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/14/2017,11.0,21.1,15.7,5.8,54.81,,12.8,,138.46,,0.0,0.0,0.0,2.1,1.7,1016.7,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/15/2017,10.0,23.2,16.3,8.1,60.9,,9.2,,216.58,9.1,0.0,0.0,0.0,2.0,0.2,1016.8,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/16/2017,11.0,24.0,17.1,9.3,63.3,,8.1,,118.92,,0.0,0.0,0.0,1.7,0.0,1015.8,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/17/2017,12.0,26.2,18.5,11.0,65.98,,8.1,,96.04,,0.0,0.0,0.0,1.7,0.0,1015.7,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/18/2017,14.0,26.8,19.5,11.6,63.51,26.5,10.3,,66.46,,0.0,0.0,0.0,1.8,0.0,1018.4,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/19/2017,14.0,27.0,19.5,12.1,64.69,26.7,11.4,,95.46,,0.0,0.0,0.0,1.8,0.0,1018.1,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/20/2017,14.0,27.0,19.6,11.3,62.57,26.3,9.2,,106.88,,0.0,0.0,0.0,1.9,10.5,1017.6,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/21/2017,13.0,26.0,19.0,10.8,63.68,,11.4,,135.71,,0.0,0.0,0.0,2.0,0.0,1018.3,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/22/2017,13.0,26.0,18.8,10.5,62.26,,11.4,,248.25,,0.0,0.0,0.0,2.1,0.0,1018.4,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/23/2017,13.0,27.0,19.5,11.6,64.19,26.5,11.4,,134.92,,0.0,0.0,0.0,1.8,0.0,1017.3,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/24/2017,15.5,27.0,20.6,13.3,66.41,26.7,10.3,,133.5,,0.0,0.0,0.0,1.7,1.5,1017.8,"Mist, Fog, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/25/2017,15.0,28.0,21.0,14.7,70.3,27.6,9.2,,127.75,,0.0,0.0,0.0,1.7,0.0,1017.9,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/26/2017,16.0,30.0,22.6,14.7,64.32,29.2,5.8,,92.83,,0.0,0.0,0.0,2.0,11.1,1016.7,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/27/2017,18.0,26.0,21.6,17.0,76.4,,5.8,,147.75,,0.38,8.33,0.0,1.4,46.0,1015.0,"Mist, Rain, Sky Coverage Increasing, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,"Rain, Partially cloudy"
"Kolkata,West Bengal,India",01/28/2017,16.0,25.9,20.7,15.5,73.49,,11.4,,247.25,,0.0,0.0,0.0,1.6,4.7,1014.7,"Mist, Fog, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/29/2017,15.0,24.1,19.3,12.8,67.53,,10.3,,121.63,,0.0,0.0,0.0,2.3,0.0,1015.9,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/30/2017,15.0,26.0,20.1,12.9,66.25,,8.1,,194.13,,0.0,0.0,0.0,2.1,0.0,1014.5,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",01/31/2017,15.0,28.0,21.3,15.3,71.28,28.3,6.9,,105.88,,0.0,0.0,0.0,1.6,10.4,1014.0,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",02/01/2017,16.0,27.0,21.6,15.6,70.65,27.5,6.9,,128.88,,0.0,0.0,0.0,1.7,10.0,1015.6,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",02/02/2017,15.0,25.3,20.3,15.1,73.7,,8.1,,103.17,,0.0,0.0,0.0,1.5,5.8,1017.5,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",02/03/2017,15.0,26.0,19.9,13.1,67.61,,10.3,,163.92,,0.0,0.0,0.0,1.8,6.7,1016.4,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",02/04/2017,15.0,27.0,21.0,14.3,68.08,27.1,9.2,,112.92,,0.0,0.0,0.0,1.8,3.8,1014.6,"Mist, Fog, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",02/05/2017,17.0,29.0,22.4,15.0,67.17,28.4,5.8,,77.92,,0.0,0.0,0.0,1.9,0.0,1013.2,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",02/06/2017,16.0,30.0,22.6,14.1,62.98,29.0,6.9,,155.92,,0.0,0.0,0.0,1.9,0.3,1011.8,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",02/07/2017,18.5,29.0,23.2,15.1,62.64,28.8,10.3,,163.21,,0.0,0.0,0.0,1.9,0.0,1012.3,"Mist, Fog, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",02/08/2017,17.0,28.0,21.9,12.5,59.2,27.2,9.2,,205.54,,0.0,0.0,0.0,2.1,0.0,1014.1,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",02/09/2017,16.0,29.0,22.3,13.2,60.31,28.1,6.9,,107.17,,0.0,0.0,0.0,2.0,0.0,1013.1,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",02/10/2017,19.0,29.2,23.5,16.7,68.99,29.2,6.9,,164.13,,0.0,0.0,0.0,1.5,2.1,1012.8,"Mist, Fog, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",02/11/2017,18.0,28.9,23.2,15.8,65.34,28.7,9.2,,63.92,,0.0,0.0,0.0,1.8,6.6,1015.4,"Mist, Fog, Sky Coverage Decreasing, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",02/12/2017,18.0,29.6,23.3,15.1,61.83,29.5,8.1,,71.5,,0.0,0.0,0.0,1.8,0.0,1017.5,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",02/13/2017,18.0,29.5,23.4,16.0,66.0,30.0,5.8,,102.13,,0.0,0.0,0.0,1.7,0.0,1018.3,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",02/14/2017,19.0,31.2,24.7,16.8,65.74,30.9,5.8,,104.67,,0.0,0.0,0.0,1.7,10.4,1018.9,"Mist, Fog, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",02/15/2017,19.0,29.3,23.7,15.2,61.97,28.8,8.1,,124.75,,0.0,0.0,0.0,1.9,3.7,1018.9,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",02/16/2017,18.0,29.3,23.2,14.4,59.85,29.0,5.8,,124.79,,0.0,0.0,0.0,1.8,0.3,1016.5,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",02/17/2017,18.0,29.5,23.6,16.1,65.81,29.2,6.9,,116.0,,0.0,0.0,0.0,1.7,0.2,1015.5,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",02/18/2017,19.0,30.0,24.5,18.0,69.58,30.9,6.9,,120.7,,0.0,0.0,0.0,1.7,15.0,1015.2,"Mist, Fog, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",02/19/2017,20.0,30.0,25.0,20.1,75.61,31.9,6.9,,149.46,,0.0,0.0,0.0,1.7,35.2,1012.4,"Mist, Fog, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Partially cloudy
"Kolkata,West Bengal,India",02/20/2017,23.4,31.0,26.5,21.6,75.79,34.6,10.3,,238.21,,0.0,0.0,0.0,1.7,27.2,1008.0,"Mist, Sky Coverage Increasing, Sky Unchanged, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Partially cloudy
"Kolkata,West Bengal,India",02/21/2017,23.0,32.2,26.8,21.3,73.93,35.7,16.1,,200.79,,0.0,0.0,0.0,2.0,13.8,1007.9,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",02/22/2017,24.0,32.0,27.1,21.9,74.3,35.0,15.0,,215.04,,0.0,0.0,0.0,2.2,31.0,1009.2,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Partially cloudy
"Kolkata,West Bengal,India",02/23/2017,22.0,31.0,26.2,15.8,57.27,29.3,10.3,,179.58,,0.17,4.17,0.0,2.3,23.7,1011.7,"Light Drizzle, Sky Coverage Increasing, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Rain
"Kolkata,West Bengal,India",02/24/2017,18.0,30.0,24.0,10.4,46.36,28.3,6.9,,163.92,,0.0,0.0,0.0,2.3,0.0,1014.0,Smoke Or Haze,22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",02/25/2017,17.0,29.0,22.9,10.1,48.12,27.6,11.4,,141.67,,0.0,0.0,0.0,2.3,0.0,1013.3,Smoke Or Haze,22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",02/26/2017,18.0,31.0,23.9,10.9,47.86,29.2,6.9,,137.67,,0.0,0.0,0.0,2.2,0.0,1011.2,Smoke Or Haze,22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",02/27/2017,18.0,32.0,24.8,13.7,54.38,30.4,5.8,,154.92,,0.0,0.0,0.0,2.0,0.0,1013.0,"Mist, Fog, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",02/28/2017,20.0,31.1,25.3,13.6,51.18,30.1,8.1,,129.38,,0.0,0.0,0.0,2.1,0.0,1013.3,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",03/01/2017,19.0,32.0,25.2,14.3,56.29,30.5,8.1,,187.92,,0.0,0.0,0.0,2.1,0.0,1012.3,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",03/02/2017,20.0,34.0,26.6,17.6,62.94,34.1,11.4,,200.04,,0.0,0.0,0.0,1.8,2.4,1010.4,"Mist, Fog, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",03/03/2017,23.9,35.0,28.0,16.1,51.84,34.0,11.4,,237.29,,0.0,0.0,0.0,2.2,3.8,1007.7,Smoke Or Haze,22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",03/04/2017,22.0,30.8,26.0,19.5,69.23,32.3,12.8,,154.38,,0.0,0.0,0.0,2.0,9.9,1008.2,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",03/05/2017,24.0,31.0,27.1,21.8,73.69,34.6,11.4,,215.79,,0.0,0.0,0.0,2.2,42.1,1007.5,Smoke Or Haze,22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Partially cloudy
"Kolkata,West Bengal,India",03/06/2017,24.0,31.2,27.2,17.7,60.43,30.0,11.4,,120.25,,0.0,0.0,0.0,2.1,14.7,1008.4,"Mist, Light Rain, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",03/07/2017,20.0,33.0,26.8,16.5,56.58,32.0,10.3,,85.46,,0.0,0.0,0.0,2.1,19.9,1009.1,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",03/08/2017,20.0,27.0,23.3,20.3,83.72,29.2,15.0,,169.21,,34.98,8.33,0.0,2.0,55.9,1009.1,"Mist, Light Drizzle, Thunderstorm, Rain, Light Rain, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,"Rain, Partially cloudy"
"Kolkata,West Bengal,India",03/09/2017,19.0,27.0,23.0,21.2,89.92,30.1,10.3,,109.08,,34.99,12.5,0.0,1.4,53.3,1007.8,"Mist, Rain, Thunderstorm, Thunderstorm Without Precipitation, Fog, Heavy Rain, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,"Rain, Partially cloudy"
"Kolkata,West Bengal,India",03/10/2017,21.0,31.4,25.2,22.1,84.21,36.5,16.1,,174.33,,18.87,4.17,0.0,1.8,53.6,1006.5,"Mist, Thunderstorm, Fog, Light Rain, Sky Coverage Increasing, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,"Rain, Partially cloudy"
"Kolkata,West Bengal,India",03/11/2017,21.0,31.0,25.0,21.4,81.81,33.7,10.3,,182.5,,27.8,12.5,0.0,1.8,68.5,1007.9,"Mist, Thunderstorm, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,"Rain, Partially cloudy"
"Kolkata,West Bengal,India",03/12/2017,20.0,29.3,24.1,17.7,69.92,29.1,9.2,,170.33,,0.7,4.17,0.0,1.9,29.5,1009.9,"Mist, Rain, Light Rain, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,"Rain, Partially cloudy"
"Kolkata,West Bengal,India",03/13/2017,19.0,28.5,23.5,12.3,52.24,27.6,12.8,,72.63,,0.0,0.0,0.0,2.2,2.3,1013.4,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",03/14/2017,17.0,30.0,23.4,13.4,56.26,29.1,6.9,,121.0,,0.0,0.0,0.0,2.2,0.0,1013.9,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",03/15/2017,18.0,31.0,24.1,13.4,54.94,31.5,9.2,,108.54,,0.0,0.0,0.0,2.1,6.6,1013.0,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",03/16/2017,18.0,31.0,24.5,12.8,52.22,29.7,6.9,,125.46,,0.0,0.0,0.0,2.2,1.2,1011.1,Smoke Or Haze,22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",03/17/2017,21.0,33.0,26.3,18.3,64.82,32.4,12.8,,187.88,,0.0,0.0,0.0,2.1,15.6,1009.3,"Mist, Sky Coverage Increasing, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",03/18/2017,24.0,34.0,27.9,20.9,69.39,36.8,15.0,,233.25,,0.0,0.0,0.0,2.1,9.5,1009.4,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",03/19/2017,22.0,33.0,26.7,17.5,63.57,31.9,8.1,,192.79,,0.08,4.17,0.0,2.1,29.3,1011.4,"Lightning Without Thunder, Mist, Thunderstorm, Fog, Light Rain, Sky Coverage Decreasing, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,"Rain, Partially cloudy"
"Kolkata,West Bengal,India",03/20/2017,20.0,26.5,22.9,18.5,77.15,,10.3,,105.33,,0.02,4.17,0.0,2.1,49.4,1011.4,"Mist, Rain, Thunderstorm, Light Rain, Sky Coverage Decreasing, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,"Rain, Partially cloudy"
"Kolkata,West Bengal,India",03/21/2017,18.0,31.7,24.4,16.9,67.14,30.6,9.2,,166.29,,0.0,0.0,0.0,2.0,9.0,1012.9,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",03/22/2017,22.0,33.0,26.6,20.1,69.91,34.3,9.2,,191.5,,0.0,0.0,0.0,1.9,23.9,1011.1,"Mist, Sky Unchanged, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",03/23/2017,24.0,34.0,28.1,20.1,66.33,35.1,15.0,,179.67,,0.0,0.0,0.0,2.0,23.0,1009.4,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Clear
"Kolkata,West Bengal,India",03/24/2017,25.0,34.8,29.3,21.3,63.61,39.0,11.4,,204.13,,0.0,0.0,0.0,2.1,41.2,1008.9,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Partially cloudy
"Kolkata,West Bengal,India",03/25/2017,26.0,34.0,29.3,23.4,72.03,40.4,12.8,,186.88,,0.0,0.0,0.0,2.2,34.9,1009.2,Smoke Or Haze,22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Partially cloudy
"Kolkata,West Bengal,India",03/26/2017,26.0,33.0,28.7,23.7,74.93,38.4,12.8,,179.04,,0.0,0.0,0.0,2.1,49.1,1010.0,"Mist, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Partially cloudy
"Kolkata,West Bengal,India",03/27/2017,26.0,35.0,29.5,23.8,73.55,40.6,12.8,,184.75,,0.0,0.0,0.0,2.1,43.9,1009.9,Smoke Or Haze,22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Partially cloudy
"Kolkata,West Bengal,India",03/28/2017,25.9,33.0,29.1,24.3,76.15,39.3,12.8,,185.54,,0.0,0.0,0.0,2.2,57.1,1008.9,Smoke Or Haze,22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Partially cloudy
"Kolkata,West Bengal,India",03/29/2017,27.0,33.1,29.4,23.9,73.11,40.6,13.9,,192.42,,0.0,0.0,0.0,2.1,51.5,1007.0,Smoke Or Haze,22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Partially cloudy
"Kolkata,West Bengal,India",03/30/2017,26.0,33.0,29.5,24.3,74.87,39.8,23.0,,202.79,,0.0,0.0,0.0,2.4,25.1,1007.2,Smoke Or Haze,22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Partially cloudy
"Kolkata,West Bengal,India",03/31/2017,27.0,35.0,30.0,25.1,76.2,43.5,19.7,,198.92,,0.0,0.0,0.0,2.3,38.6,1008.6,Smoke Or Haze,22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Partially cloudy
"Kolkata,West Bengal,India",04/01/2017,26.5,34.0,29.8,24.4,73.83,42.0,18.3,,197.63,,0.0,0.0,0.0,2.2,39.1,1006.9,Smoke Or Haze,22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Partially cloudy
"Kolkata,West Bengal,India",04/02/2017,27.0,34.0,29.6,24.9,76.55,40.9,18.3,,196.67,,0.0,0.0,0.0,2.3,51.7,1005.3,Smoke Or Haze,22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Partially cloudy
"Kolkata,West Bengal,India",04/03/2017,27.0,36.0,30.8,22.9,64.99,43.3,19.7,,205.21,,0.0,0.0,0.0,2.3,30.3,1005.8,"Thunderstorm, Sky Coverage Decreasing, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Partially cloudy
"Kolkata,West Bengal,India",04/04/2017,27.0,33.0,29.6,24.5,74.36,40.6,16.1,,199.58,,0.0,0.0,0.0,2.3,41.6,1007.0,Smoke Or Haze,22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Partially cloudy
"Kolkata,West Bengal,India",04/05/2017,27.0,33.0,29.4,25.0,77.63,40.6,18.3,,191.08,,0.0,0.0,0.0,2.1,51.1,1007.4,Smoke Or Haze,22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Partially cloudy
"Kolkata,West Bengal,India",04/06/2017,27.0,31.1,29.0,25.5,81.54,39.1,10.3,,178.79,,0.0,0.0,0.0,2.2,59.3,1007.4,"Sky Coverage Increasing, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Partially cloudy
"Kolkata,West Bengal,India",04/07/2017,27.0,33.0,29.8,25.4,78.07,40.4,16.1,,200.71,,0.0,0.0,0.0,2.3,57.8,1007.6,"Sky Coverage Decreasing, Smoke Or Haze",22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Partially cloudy
"Kolkata,West Bengal,India",04/08/2017,27.8,34.0,30.2,25.8,78.02,43.5,13.9,,201.04,,0.01,4.17,0.0,2.1,54.8,1007.4,Smoke Or Haze,22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,"Rain, Partially cloudy"
"Kolkata,West Bengal,India",04/09/2017,27.9,35.0,30.6,25.5,75.25,43.3,12.8,,219.83,,0.0,0.0,0.0,2.1,50.6,1007.3,Smoke Or Haze,22.5705,88.3713,"Kolkata, WB, India","Kolkata, WB, India",,Partially cloudy
